Ticker,ETF_Ticker,ETF_Name,Category,Expense_Ratio,Weightage
MMM,DJD,Invesco Dow Jones Industrial Average Dividend ETF,Large Cap Blend Equities,0.07,4.44
MMM,SCHD,Schwab US Dividend Equity ETF,Large Cap Blend Equities,0.06,3.47
MMM,DIA,SPDR Dow Jones Industrial Average ETF Trust,Large Cap Growth Equities,0.16,3.33
MMM,XLI,Industrial Select Sector SPDR Fund,Industrials Equities,0.12,3.29
MMM,VSDA,VictoryShares Dividend Accelerator ETF,Large Cap Growth Equities,0.35,3.17
MMM,VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,Volatility Hedged Equity,0.35,3.06
MMM,DHS,WisdomTree US High Dividend Fund,Large Cap Value Equities,0.38,2.91
MMM,GBDV,Global Beta Smart Income ETF,Large Cap Value Equities,0.29,2.88
MMM,VIRS,Pacer BioThreat Strategy ETF,Large Cap Growth Equities,0.7,2.87
MMM,SIXA,6 Meridian Mega Cap Equity ETF,Large Cap Blend Equities,0.86,2.67
ABT,IHI,iShares U.S. Medical Devices ETF,Health & Biotech Equities,0.41,12.9
ABT,IEHS,iShares Evolved U.S. Healthcare Staples ETF,Health & Biotech Equities,0.18,7.94
ABT,PJP,Invesco Dynamic Pharmaceuticals ETF,Health & Biotech Equities,0.58,6.15
ABT,VIRS,Pacer BioThreat Strategy ETF,Large Cap Growth Equities,0.7,5.09
ABT,HART,IQ Healthy Hearts ETF,Health & Biotech Equities,0.45,5.09
ABT,PINK,Simplify Health Care ETF,Health & Biotech Equities,0.5,4.95
ABT,APXH,Apex Healthcare ETF,N/A,0.9,4.75
ABT,XLV,Health Care Select Sector SPDR Fund,Health & Biotech Equities,0.12,4.46
ABT,MBCC,Monarch Blue Chips Core ETF,N/A,1.25,4.24
ABT,IYH,iShares U.S. Healthcare ETF,Health & Biotech Equities,0.43,4.11
ABMD,KONG,Formidable Fortress ETF,Volatility Hedged Equity,0.89,3.22
ABMD,BMED,Future Health ETF,Health & Biotech Equities,0.85,2.13
ABMD,BTEC,Principal Healthcare Innovators ETF,Health & Biotech Equities,0.42,1.9
ABMD,HTEC,ROBO Global Healthcare Technology and Innovation ETF,Health & Biotech Equities,0.68,1.48
ATVI,HERO,Global X Video Games & Esports ETF,Large Cap Growth Equities,0.5,4.46
ATVI,ESPO,VanEck Video Gaming and eSports ETF,Large Cap Growth Equities,0.55,4.4
ATVI,PSJ,Invesco Dynamic Software ETF,All Cap Equities,0.56,4.35
ATVI,NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,Global Equities,0.25,3.89
ATVI,XLC,Communication Services Select Sector SPDR Fund,Large Cap Growth Equities,0.12,3.57
ATVI,KONG,Formidable Fortress ETF,Volatility Hedged Equity,0.89,3.55
ATVI,VPOP,Simplify Volt Pop Culture Disruption ETF,Technology Equities,0.95,3.04
ATVI,IEME,iShares Evolved U.S. Media and Entertainment ETF,All Cap Equities,0.18,2.89
ATVI,IGV,iShares Expanded Tech-Software Sector ETF,Technology Equities,0.43,1.86
ATVI,VOX,Vanguard Communication Services ETF,Large Cap Growth Equities,0.1,1.55
ADBE,PNQI,Invesco NASDAQ Internet ETF,Large Cap Growth Equities,0.6,8.27
ADBE,IGV,iShares Expanded Tech-Software Sector ETF,Technology Equities,0.43,8.01
ADBE,DEMZ,Democratic Large Cap Core ETF,Large Cap Blend Equities,0.45,4.35
ADBE,NWLG,Nuveen Winslow Large-Cap Growth ESG ETF,N/A,0.64,4.3
ADBE,XPND,First Trust Expanded Technology ETF,N/A,0.65,4.27
ADBE,MBCC,Monarch Blue Chips Core ETF,N/A,1.25,4.07
ADBE,PGRO,Putnam Focused Large Cap Growth ETF,N/A,0.55,3.72
ADBE,MRAD,SmartETFs Advertising & Marketing Technology ETF,Technology Equities,0.68,3.71
ADBE,AVDG,AVDR U.S. LargeCap ESG ETF,Large Cap Growth Equities,0.6,3.48
ADBE,SPHQ,Invesco S&P 500® Quality ETF,Large Cap Growth Equities,0.15,3.38
AMD,ESPO,VanEck Video Gaming and eSports ETF,Large Cap Growth Equities,0.55,8.88
AMD,FIVG,Defiance Next Gen Connectivity ETF,Technology Equities,0.3,8.52
AMD,IDRV,iShares Self-driving EV & Tech ETF,Large Cap Blend Equities,0.47,6.21
AMD,WUGI,Esoterica NextG Economy ETF,Large Cap Growth Equities,0.75,5.58
AMD,SMH,VanEck Semiconductor ETF,Technology Equities,0.35,5.47
AMD,SOXQ,Invesco PHLX Semiconductor ETF,N/A,0.0,4.67
AMD,SOXX,iShares Semiconductor ETF,Technology Equities,0.43,4.64
AMD,RIGZ,Viridi Cleaner Energy Crypto-Mining & Semiconductor ETF,Technology Equities,0.9,4.14
AMD,VCAR,Simplify Volt RoboCar Disruption and Tech ETF,Consumer Discretionary Equities,0.95,4.13
AMD,PTF,Invesco DWA Technology Momentum ETF,Technology Equities,0.6,4.05
AFL,IAK,iShares U.S. Insurance ETF,Financials Equities,0.42,4.38
AFL,CWS,AdvisorShares Focused Equity ETF,Large Cap Growth Equities,0.66,4.31
AFL,ADIV,SmartETFs Asia Pacific Dividend Builder ETF,Asia Pacific Equities,0.78,3.11
AFL,FXO,First Trust Financials AlphaDEX Fund,Financials Equities,0.62,1.58
AFL,IMCV,iShares Morningstar Mid-Cap ETF,Mid Cap Value Equities,0.06,0.76
AFL,IWS,iShares Russell Mid-Cap Value ETF,Mid Cap Value Equities,0.23,0.5
APD,IYM,iShares U.S. Basic Materials ETF,Materials,0.43,9.99
APD,XLB,Materials Select Sector SPDR Fund,Materials,0.12,6.85
APD,JZRO,Janus Henderson Net Zero Transition Resources ETF,N/A,0.6,5.72
APD,SXUS,Janus Henderson International Sustainable Equity ETF,All Cap Equities,0.6,5.65
APD,FMAT,Fidelity MSCI Materials Index ETF,Materials,0.08,5.25
APD,VAW,Vanguard Materials ETF,Materials,0.1,4.66
APD,HJEN,Direxion Hydrogen ETF,N/A,0.45,4.4
APD,RTM,Invesco S&P 500® Equal Weight Materials ETF,Materials,0.4,3.96
APD,JHMA,John Hancock Multifactor Materials ETF,Materials,0.4,3.43
APD,PYZ,Invesco DWA Basic Materials Momentum ETF,Materials,0.6,3.31
ALK,JETS,U.S. Global Jets ETF,Industrials Equities,0.6,2.85
ARE,GBLD,Invesco MSCI Green Building ETF,N/A,0.39,9.74
ARE,JRE,Janus Henderson U.S. Real Estate ETF,N/A,0.65,6.69
ARE,UTRN,Vesper U.S. Large Cap Short-Term Reversal Strategy ETF,Large Cap Blend Equities,0.75,3.95
ARE,VSL,Volshares Large Cap ETF,Large Cap Blend Equities,0.65,3.92
ARE,ICF,iShares Cohen & Steers REIT ETF,Real Estate,0.33,3.05
ARE,XLRE,Real Estate Select Sector SPDR Fund,Real Estate,0.12,2.76
ARE,RWR,SPDR Dow Jones REIT ETF,Real Estate,0.25,2.68
ARE,USRT,iShares Core U.S. REIT ETF,Real Estate,0.08,2.56
ARE,NUMV,Nuveen ESG Mid-Cap Value ETF,Mid Cap Blend Equities,0.3,2.33
ARE,BBRE,JPMorgan BetaBuilders MSCI US REIT ETF,Real Estate,0.11,2.33
ALLE,VBR,Vanguard Small Cap Value ETF,Small Cap Value Equities,0.07,0.41
ALL,KBWP,Invesco KBW Property & Casualty Insurance ETF,Financials Equities,0.35,6.83
ALL,PKW,Invesco BuyBack Achievers™ ETF,Large Cap Blend Equities,0.64,4.19
ALL,IAK,iShares U.S. Insurance ETF,Financials Equities,0.42,3.71
ALL,ACSI,American Customer Satisfaction ETF,Large Cap Growth Equities,0.66,3.06
ALL,JHMF,John Hancock Multifactor Financials ETF,Financials Equities,0.4,1.44
ALL,QSY,WisdomTree U.S. Quality Shareholder Yield Fund,All Cap Equities,0.38,1.25
ALL,VFMF,Vanguard U.S. Multifactor ETF,All Cap Equities,0.19,0.75
GOOG,XLC,Communication Services Select Sector SPDR Fund,Large Cap Growth Equities,0.12,12.12
GOOG,IXP,iShares Global Comm Services ETF,Large Cap Growth Equities,0.43,11.65
GOOG,VOX,Vanguard Communication Services ETF,Large Cap Growth Equities,0.1,11.05
GOOG,FCOM,Fidelity MSCI Communication Services Index ETF,Large Cap Growth Equities,0.08,11.01
GOOG,DUSA,Davis Select U.S. Equity ETF,Large Cap Blend Equities,0.62,10.48
GOOG,TMFC,Motley Fool 100 Index ETF,Large Cap Growth Equities,0.5,9.12
GOOG,SPMO,Invesco S&P 500® Momentum ETF,Large Cap Growth Equities,0.13,9.0
GOOG,TCHP,T. Rowe Price Blue Chip Growth ETF,Large Cap Growth Equities,0.57,8.86
GOOG,PNQI,Invesco NASDAQ Internet ETF,Large Cap Growth Equities,0.6,8.55
GOOG,GGRW,Gabelli Growth Innovators ETF,Large Cap Growth Equities,0.9,7.7
AMZN,ONLN,ProShares Online Retail ETF,Consumer Discretionary Equities,0.58,24.47
AMZN,VCR,Vanguard Consumer Discretionary ETF,Consumer Discretionary Equities,0.1,23.46
AMZN,FDIS,Fidelity MSCI Consumer Discretionary Index ETF,Consumer Discretionary Equities,0.08,21.82
AMZN,XLY,Consumer Discretionary Select Sector SPDR Fund,Consumer Discretionary Equities,0.12,20.69
AMZN,RTH,VanEck Retail ETF,Consumer Discretionary Equities,0.35,18.85
AMZN,IEDI,iShares Evolved U.S. Discretionary Spending ETF,Consumer Discretionary Equities,0.18,16.21
AMZN,IYC, iShares U.S. Consumer Discretionary ETF,Large Cap Growth Equities,0.43,13.73
AMZN,AVDG,AVDR U.S. LargeCap ESG ETF,Large Cap Growth Equities,0.6,12.37
AMZN,TCHP,T. Rowe Price Blue Chip Growth ETF,Large Cap Growth Equities,0.57,10.28
AMZN,TGRW,T. Rowe Price Growth Stock ETF,Large Cap Growth Equities,0.52,10.12
AEE,UTRN,Vesper U.S. Large Cap Short-Term Reversal Strategy ETF,Large Cap Blend Equities,0.75,4.01
AEE,UTES,Virtus Reaves Utilities ETF,Utilities Equities,0.49,4.0
AEE,RYU,Invesco S&P 500® Equal Weight Utilities ETF,Utilities Equities,0.4,3.55
AEE,JHMU,John Hancock Multifactor Utilities ETF,Utilities Equities,0.4,3.13
AEE,TPHD,Timothy Plan High Dividend Stock ETF,All Cap Equities,0.52,1.3
AEE,TPHE,Timothy Plan High Dividend Stock Enhanced ETF,N/A,0.52,1.3
AEP,JHMU,John Hancock Multifactor Utilities ETF,Utilities Equities,0.4,5.76
AEP,XLU,Utilities Select Sector SPDR Fund,Utilities Equities,0.12,4.47
AEP,VPU,Vanguard Utilities ETF,Utilities Equities,0.1,4.04
AEP,FUTY,Fidelity MSCI Utilities Index ETF,Utilities Equities,0.08,3.85
AEP,RDIV,Invesco S&P Ultra Dividend Revenue ETF,All Cap Equities,0.39,3.71
AEP,IDU,iShares U.S. Utilities ETF,Utilities Equities,0.43,3.7
AEP,ECLN,First Trust EIP Carbon Impact ETF,Utilities Equities,0.97,3.39
AEP,FXU,First Trust Utilities AlphaDEX Fund,Utilities Equities,0.62,3.31
AEP,JXI,iShares Global Utilities ETF,Utilities Equities,0.43,2.77
AEP,EMLP,First Trust North American Energy Infrastructure Fund,MLPs,0.96,2.49
AIG,KBWP,Invesco KBW Property & Casualty Insurance ETF,Financials Equities,0.35,8.73
AIG,IAK,iShares U.S. Insurance ETF,Financials Equities,0.42,6.87
AIG,DVLU,First Trust Dorsey Wright Momentum & Value ETF,All Cap Equities,0.6,2.74
AIG,TEQI,T. Rowe Price Equity Income ETF,Large Cap Value Equities,0.54,2.48
AIG,PVAL,Putnam Focused Large Cap Value ETF,All Cap Equities,0.55,2.45
AIG,FMIL,Fidelity New Millennium ETF,Large Cap Blend Equities,0.59,2.27
AIG,EQOP,Natixis U.S. Equity Opportunities ETF,Large Cap Blend Equities,0.9,2.21
AIG,KIE,SPDR S&P Insurance ETF,Financials Equities,0.35,2.12
AIG,VFMO,Vanguard U.S. Momentum Factor ETF,All Cap Equities,0.13,0.9
AWK,CGW,Invesco S&P Global Water Index ETF,Water Equities ,0.57,9.17
AWK,PHO,Invesco Water Resources ETF,Water Equities ,0.6,7.47
AWK,EBLU,Ecofin Global Water ESG Fund,Water Equities ,0.4,6.83
AWK,UTES,Virtus Reaves Utilities ETF,Utilities Equities,0.49,4.58
AWK,PUI,Invesco DWA Utilities Momentum ETF,Utilities Equities,0.6,4.03
AWK,PIO,Invesco Global Water ETF,Water Equities ,0.75,3.83
AWK,FIW,First Trust Water ETF,Water Equities ,0.54,3.63
AWK,IVRA,Invesco Real Assets ESG ETF,N/A,0.59,3.52
AWK,XLU,Utilities Select Sector SPDR Fund,Utilities Equities,0.12,3.31
AWK,JHMU,John Hancock Multifactor Utilities ETF,Utilities Equities,0.4,3.2
ABC,GBLO,Global Beta Low Beta ETF,Large Cap Blend Equities,0.29,4.96
ABC,WBIF,WBI BullBear Value 3000 ETF,Global Equities,1.25,4.72
ABC,PPH,VanEck Pharmaceutical ETF,Health & Biotech Equities,0.35,4.51
ABC,WBIG,WBI BullBear Yield 3000 ETF,Global Equities,1.14,4.41
ABC,CZA,Invesco Zacks Mid-Cap ETF,Mid Cap Blend Equities,0.69,1.63
ABC,RWL,Invesco S&P 500 Revenue ETF,Large Cap Blend Equities,0.39,1.51
AMGN,BBH,VanEck Biotech ETF,Health & Biotech Equities,0.35,8.83
AMGN,IBB,iShares Biotechnology ETF,Health & Biotech Equities,0.45,8.51
AMGN,IBBQ,Invesco Nasdaq Biotechnology ETF,N/A,0.0,8.39
AMGN,PJP,Invesco Dynamic Pharmaceuticals ETF,Health & Biotech Equities,0.58,5.74
AMGN,PBE,Invesco Dynamic Biotechnology & Genome ETF,Health & Biotech Equities,0.59,5.06
AMGN,DJD,Invesco Dow Jones Industrial Average Dividend ETF,Large Cap Blend Equities,0.07,4.6
AMGN,DIA,SPDR Dow Jones Industrial Average ETF Trust,Large Cap Growth Equities,0.16,3.89
AMGN,SCHD,Schwab US Dividend Equity ETF,Large Cap Blend Equities,0.06,3.75
AMGN,IEIH,iShares Evolved U.S. Innovative Healthcare ETF,Health & Biotech Equities,0.18,3.61
AMGN,FBT,First Trust NYSE Arca Biotechnology Index Fund,Health & Biotech Equities,0.55,3.53
ADI,FIVG,Defiance Next Gen Connectivity ETF,Technology Equities,0.3,5.56
ADI,KARS,KraneShares Electric Vehicles & Future Mobility Index ETF,Large Cap Blend Equities,0.7,4.78
ADI,PSI,Invesco Dynamic Semiconductors ETF,Technology Equities,0.56,4.71
ADI,SMH,VanEck Semiconductor ETF,Technology Equities,0.35,4.53
ADI,FTXL,First Trust Nasdaq Semiconductor ETF,Technology Equities,0.6,4.11
ADI,SOXQ,Invesco PHLX Semiconductor ETF,N/A,0.0,4.11
ADI,SOXX,iShares Semiconductor ETF,Technology Equities,0.43,4.07
ADI,TDIV,First Trust NASDAQ Technology Dividend Index Fund,Technology Equities,0.5,2.92
ADI,BIBL,Inspire 100 ETF,Large Cap Growth Equities,0.35,2.8
ADI,QTUM,Defiance Quantum ETF,Technology Equities,0.4,2.75
ANTM,IHF,iShares U.S. Healthcare Providers ETF,Health & Biotech Equities,0.42,10.76
ANTM,PINK,Simplify Health Care ETF,Health & Biotech Equities,0.5,3.28
ANTM,SPVU,Invesco S&P 500® Enhanced Value ETF,Large Cap Value Equities,0.13,2.93
ANTM,PVAL,Putnam Focused Large Cap Value ETF,All Cap Equities,0.55,2.84
ANTM,AVDR,AVDR US LargeCap Leading ETF,Large Cap Growth Equities,0.6,2.41
ANTM,LRGF,iShares MSCI USA Multifactor ETF,Large Cap Blend Equities,0.2,2.3
ANTM,TEQI,T. Rowe Price Equity Income ETF,Large Cap Value Equities,0.54,2.17
ANTM,RDVY,First Trust Rising Dividend Achievers ETF,Large Cap Blend Equities,0.5,2.11
ANTM,XLV,Health Care Select Sector SPDR Fund,Health & Biotech Equities,0.12,2.04
ANTM,XHS,SPDR S&P Health Care Services ETF,Health & Biotech Equities,0.35,1.98
APA,RYE,Invesco S&P 500® Equal Weight Energy ETF,Energy Equities,0.4,5.82
APA,FCG,First Trust Natural Gas ETF,Energy Equities,0.6,4.18
APA,PXE,Invesco Dynamic Energy Exploration & Production ETF,Energy Equities,0.63,3.25
APA,XOP,SPDR S&P Oil & Gas Exploration & Production ETF,Energy Equities,0.35,3.01
APA,QVAL,Alpha Architect U.S. Quantitative Value ETF,All Cap Equities,0.49,2.71
APA,BOUT,Innovator IBD Breakout Opportunities ETF,All Cap Equities,0.84,2.6
APA,IEO,iShares U.S. Oil & Gas Exploration & Production ETF,Energy Equities,0.42,2.21
APA,PEXL,Pacer US Export Leaders ETF,All Cap Equities,0.6,1.52
APA,SPHB,Invesco S&P 500® High Beta ETF,Large Cap Blend Equities,0.25,1.43
APA,MAGA,Point Bridge GOP Stock Tracker ETF,Large Cap Blend Equities,0.72,1.07
AMAT,BUL,Pacer US Cash Cows Growth ETF,All Cap Equities,0.6,5.23
AMAT,PSI,Invesco Dynamic Semiconductors ETF,Technology Equities,0.56,4.94
AMAT,SMH,VanEck Semiconductor ETF,Technology Equities,0.35,4.67
AMAT,IVSG,Invesco Select Growth ETF,N/A,0.48,4.61
AMAT,PWC,Invesco Dynamic Market ETF,All Cap Equities,0.6,4.44
AMAT,XPND,First Trust Expanded Technology ETF,N/A,0.65,4.35
AMAT,SOXQ,Invesco PHLX Semiconductor ETF,N/A,0.0,4.12
AMAT,FTXL,First Trust Nasdaq Semiconductor ETF,Technology Equities,0.6,4.12
AMAT,SOXX,iShares Semiconductor ETF,Technology Equities,0.43,4.09
AMAT,XNTK,SPDR NYSE Technology ETF,Technology Equities,0.35,3.95
ANET,IGN,iShares North American Tech-Multimedia Networking ETF,Communications Equities,0.43,11.43
ANET,BUL,Pacer US Cash Cows Growth ETF,All Cap Equities,0.6,5.53
ANET,IYZ,iShares U.S. Telecommunications ETF,Communications Equities,0.42,4.79
ANET,SKYY,First Trust Cloud Computing ETF,Technology Equities,0.6,4.63
ANET,XTL,SPDR S&P Telecom ETF,Communications Equities,0.35,4.37
ANET,IDAT,iShares Cloud 5G and Tech ETF,N/A,0.47,3.69
ANET,PXQ,Invesco Dynamic Networking ETF,Technology Equities,0.63,3.47
ANET,LYFE,2nd Vote Life Neutral Plus ETF,All Cap Equities,0.75,2.89
ANET,THNQ,ROBO Global Artificial Intelligence ETF,Technology Equities,0.68,2.26
ANET,RYT,Invesco S&P 500® Equal Weight Technology ETF,Technology Equities,0.4,1.9
ATO,UTES,Virtus Reaves Utilities ETF,Utilities Equities,0.49,4.7
ATO,FXU,First Trust Utilities AlphaDEX Fund,Utilities Equities,0.62,4.26
ATO,ECLN,First Trust EIP Carbon Impact ETF,Utilities Equities,0.97,4.17
ATO,RYU,Invesco S&P 500® Equal Weight Utilities ETF,Utilities Equities,0.4,3.7
ATO,TPYP,Tortoise North American Pipeline Fund,Energy Equities,0.4,3.53
ATO,FLV,American Century Focused Large Cap Value ETF,Global Equities,0.42,2.73
ATO,VBR,Vanguard Small Cap Value ETF,Small Cap Value Equities,0.07,0.41
ADP,WBIL,WBI BullBear Quality 3000 ETF,Global Equities,1.25,4.27
ADP,KONG,Formidable Fortress ETF,Volatility Hedged Equity,0.89,4.13
ADP,SCHD,Schwab US Dividend Equity ETF,Large Cap Blend Equities,0.06,3.21
ADP,VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,Volatility Hedged Equity,0.35,3.11
ADP,TDV,ProShares S&P Technology Dividend Aristocrats ETF,Technology Equities,0.46,2.89
ADP,DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,Volatility Hedged Equity,0.6,2.79
ADP,AVDR,AVDR US LargeCap Leading ETF,Large Cap Growth Equities,0.6,2.37
ADP,MBOX,Freedom Day Dividend ETF,N/A,0.39,2.25
ADP,RDVY,First Trust Rising Dividend Achievers ETF,Large Cap Blend Equities,0.5,2.18
ADP,FTCS,First Trust Capital Strength ETF,Large Cap Growth Equities,0.56,2.08
AVB,REIT,ALPS Active REIT ETF,Real Estate,0.68,7.14
AVB,REZ,iShares Residential and Multisector Real Estate ETF,Real Estate,0.48,6.75
AVB,NURE,Nuveen Short-Term REIT ETF,Real Estate,0.35,5.13
AVB,SPRE,SP Funds S&P Global REIT Sharia ETF,Global Real Estate,0.69,4.91
AVB,GQRE,FlexShares Global Quality Real Estate Index Fund,Global Real Estate,0.45,3.99
AVB,ICF,iShares Cohen & Steers REIT ETF,Real Estate,0.33,3.63
AVB,PPTY,US Diversified Real Estate ETF,Real Estate,0.49,3.6
AVB,EWRE,Invesco S&P 500® Equal Weight Real Estate ETF,Real Estate,0.4,3.53
AVB,XLRE,Real Estate Select Sector SPDR Fund,Real Estate,0.12,3.25
AVB,RWR,SPDR Dow Jones REIT ETF,Real Estate,0.25,3.16
BKR,IEZ,iShares U.S. Oil Equipment & Services ETF,Energy Equities,0.41,19.87
BKR,PXJ,Invesco Dynamic Oil & Gas Services ETF,Energy Equities,0.63,8.19
BKR,OIH,VanEck Oil Services ETF,Energy Equities,0.35,7.17
BKR,SPDV,AAM S&P 500 High Dividend Value ETF,Large Cap Value Equities,0.29,2.21
BKR,SPYD,SPDR Portfolio S&P 500 High Dividend ETF,Large Cap Blend Equities,0.07,1.43
BAC,KBWB,Invesco KBW Bank ETF,Financials Equities,0.35,8.33
BAC,IYG,iShares U.S. Financial Services ETF,Financials Equities,0.42,7.95
BAC,XLF,Financial Select Sector SPDR Fund,Financials Equities,0.12,7.9
BAC,FNCL,Fidelity MSCI Financials Index ETF,Financials Equities,0.08,6.63
BAC,IYF,iShares U.S. Financials ETF,Financials Equities,0.42,6.26
BAC,VFH,Vanguard Financials ETF,Financials Equities,0.1,6.18
BAC,SPVU,Invesco S&P 500® Enhanced Value ETF,Large Cap Value Equities,0.13,5.15
BAC,DFNL,Davis Select Financial ETF,Financials Equities,0.64,5.08
BAC,SDGA,Impact Shares Sustainable Development Goals Global ETF,Large Cap Blend Equities,0.75,5.02
BAC,PVAL,Putnam Focused Large Cap Value ETF,All Cap Equities,0.55,4.94
BAX,IHI,iShares U.S. Medical Devices ETF,Health & Biotech Equities,0.41,2.54
BAX,RBUS,Nationwide Risk-Based U.S. Equity ETF,Large Cap Blend Equities,0.3,0.63
BRK.B,XLF,Financial Select Sector SPDR Fund,Financials Equities,0.12,11.95
BRK.B,ABEQ,Absolute Core Strategy ETF,All Cap Equities,0.85,8.43
BRK.B,IYF,iShares U.S. Financials ETF,Financials Equities,0.42,8.31
BRK.B,DUSA,Davis Select U.S. Equity ETF,Large Cap Blend Equities,0.62,7.88
BRK.B,VFH,Vanguard Financials ETF,Financials Equities,0.1,7.28
BRK.B,FNCL,Fidelity MSCI Financials Index ETF,Financials Equities,0.08,6.89
BRK.B,IXG,iShares Global Financials ETF,Financials Equities,0.43,6.32
BRK.B,SPMO,Invesco S&P 500® Momentum ETF,Large Cap Growth Equities,0.13,6.18
BRK.B,DFNL,Davis Select Financial ETF,Financials Equities,0.64,5.83
BRK.B,DWLD,Davis Select Worldwide ETF,Global Equities,0.63,4.96
BIO,GERM,ETFMG Treatments Testing and Advancements ETF,All Cap Equities,0.68,4.5
BIO,KONG,Formidable Fortress ETF,Volatility Hedged Equity,0.89,3.21
BIO,HELX,Franklin Genomic Advancements ETF,Health & Biotech Equities,0.5,3.06
BIO,PTH,Invesco DWA Healthcare Momentum ETF,Health & Biotech Equities,0.6,2.33
BIO,FXH,First Trust Health Care AlphaDEX Fund,Health & Biotech Equities,0.61,1.91
BIO,NVQ,QRAFT AI-Enhanced US Next Value ETF,All Cap Equities,0.75,1.69
BIO,SPGP,Invesco S&P 500 GARP ETF,Large Cap Growth Equities,0.36,1.57
BIO,SPVM,Invesco S&P 500 Value with Momentum ETF,Large Cap Value Equities,0.39,1.29
BIIB,BBH,VanEck Biotech ETF,Health & Biotech Equities,0.35,4.77
BIIB,PKW,Invesco BuyBack Achievers™ ETF,Large Cap Blend Equities,0.64,4.41
BIIB,PBE,Invesco Dynamic Biotechnology & Genome ETF,Health & Biotech Equities,0.59,4.07
BIIB,IBBQ,Invesco Nasdaq Biotechnology ETF,N/A,0.0,3.49
BIIB,IBB,iShares Biotechnology ETF,Health & Biotech Equities,0.45,3.26
BIIB,IEIH,iShares Evolved U.S. Innovative Healthcare ETF,Health & Biotech Equities,0.18,2.25
BIIB,MXDU,Nationwide Maximum Diversification U.S. Core Equity ETF,Large Cap Growth Equities,0.34,1.22
BK,DFNL,Davis Select Financial ETF,Financials Equities,0.64,4.49
BK,KBWB,Invesco KBW Bank ETF,Financials Equities,0.35,3.94
BK,FLV,American Century Focused Large Cap Value ETF,Global Equities,0.42,3.32
BK,DUSA,Davis Select U.S. Equity ETF,Large Cap Blend Equities,0.62,3.12
BK,HVAL,ALPS Hillman Active Value ETF,Large Cap Value Equities,0.55,2.56
BK,RDVY,First Trust Rising Dividend Achievers ETF,Large Cap Blend Equities,0.5,2.18
BK,RYF,Invesco S&P 500® Equal Weight Financials ETF,Financials Equities,0.4,1.64
BKNG,IVSG,Invesco Select Growth ETF,N/A,0.48,5.72
BKNG,PEJ,Invesco Dynamic Leisure & Entertainment ETF,Consumer Discretionary Equities,0.55,5.43
BKNG,EBIZ,Global X E-commerce ETF,Consumer Discretionary Equities,0.5,5.18
BKNG,AWAY,ETFMG Travel Tech ETF,Consumer Discretionary Equities,0.75,4.75
BKNG,JRNY,ALPS Global Travel Beneficiaries ETF,Consumer Discretionary Equities,0.65,4.72
BKNG,MBCC,Monarch Blue Chips Core ETF,N/A,1.25,4.47
BKNG,PNQI,Invesco NASDAQ Internet ETF,Large Cap Growth Equities,0.6,3.34
BKNG,MILN,Global X Millennial Consumer ETF,Large Cap Growth Equities,0.5,3.05
BKNG,CFCV,ClearBridge Focus Value ESG ETF,Global Equities,0.49,2.67
BKNG,XLY,Consumer Discretionary Select Sector SPDR Fund,Consumer Discretionary Equities,0.12,2.38
BXP,GBLD,Invesco MSCI Green Building ETF,N/A,0.39,5.89
BXP,EWRE,Invesco S&P 500® Equal Weight Real Estate ETF,Real Estate,0.4,3.57
BXP,NUMV,Nuveen ESG Mid-Cap Value ETF,Mid Cap Blend Equities,0.3,1.83
BMY,PPH,VanEck Pharmaceutical ETF,Health & Biotech Equities,0.35,4.54
BMY,IEIH,iShares Evolved U.S. Innovative Healthcare ETF,Health & Biotech Equities,0.18,4.13
BMY,IHE,iShares U.S. Pharmaceuticals ETF,Health & Biotech Equities,0.42,4.09
BMY,XPH,SPDR S&P Pharmaceuticals ETF,Health & Biotech Equities,0.35,3.97
BMY,FTXH,First Trust Nasdaq Pharmaceuticals ETF,Health & Biotech Equities,0.6,3.5
BMY,AGNG,Global X Aging Population ETF,Health & Biotech Equities,0.5,2.73
BMY,XLV,Health Care Select Sector SPDR Fund,Health & Biotech Equities,0.12,2.6
BMY,FMIL,Fidelity New Millennium ETF,Large Cap Blend Equities,0.59,2.58
BMY,IYH,iShares U.S. Healthcare ETF,Health & Biotech Equities,0.43,2.45
BMY,FBCV,Fidelity Blue Chip Value ETF,Large Cap Blend Equities,0.59,2.41
BR,UTRN,Vesper U.S. Large Cap Short-Term Reversal Strategy ETF,Large Cap Blend Equities,0.75,4.2
BR,CWS,AdvisorShares Focused Equity ETF,Large Cap Growth Equities,0.66,3.98
BR,VSL,Volshares Large Cap ETF,Large Cap Blend Equities,0.65,3.88
BR,SMIG,AAM Bahl & Gaynor Small/Mid Cap Income Growth ETF,N/A,0.6,3.21
BR,CCOR,Core Alternative ETF,Large Cap Growth Equities,1.09,2.64
BR,HUSV,First Trust Horizon Managed Volatility Domestic ETF,Volatility Hedged Equity,0.7,2.1
BF.B,NOBL,ProShares S&P 500 Dividend Aristocrats ETF,Large Cap Blend Equities,0.35,1.57
CDNS,NUMG,Nuveen ESG Mid-Cap Growth ETF,Mid Cap Growth Equities,0.3,3.06
