Ticker,ETF_Ticker,ETF_Name,Category,Expense_Ratio,Weightage
AMT,VPN,Global X Data Center REITs & Digital Infrastructure ETF,Technology Equities,0.5,12.38
AMT,XLRE,Real Estate Select Sector SPDR Fund,Real Estate,0.12,12.16
AMT,TOLZ,ProShares DJ Brookfield Global Infrastructure ETF,Utilities Equities,0.47,8.45
AMT,SCHH,Schwab US REIT ETF,Real Estate,0.07,8.29
AMT,IYR,iShares U.S. Real Estate ETF,Real Estate,0.41,8.25
AMT,GLIF,AGFiQ Global Infrastructure ETF,Utilities Equities,0.45,8.24
AMT,FREL,Fidelity MSCI Real Estate Index ETF,Real Estate,0.08,7.78
AMT,ICF,iShares Cohen & Steers REIT ETF,Real Estate,0.33,7.52
AMT,VNQ,Vanguard Real Estate ETF,Real Estate,0.12,7.46
AME,PRN,Invesco DWA Industrials Momentum ETF,Industrials Equities,0.6,3.42
AME,DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,Volatility Hedged Equity,0.6,2.73
AME,CZA,Invesco Zacks Mid-Cap ETF,Mid Cap Blend Equities,0.69,2.01
AME,TPLE,Timothy Plan Us Large/Mid Cap Core Enhanced ETF,N/A,0.52,0.47
AME,TPLC,Timothy Plan Fund Timothy Plan US Large/Mid Cap Core Fund,Mid Cap Growth Equities,0.52,0.47
ANSS,PRNT,3D Printing ETF,Technology Equities,0.66,3.96
ANSS,QTEC,First Trust NASDAQ-100 Technology Sector Index Fund,Technology Equities,0.57,2.56
ANSS,NUMG,Nuveen ESG Mid-Cap Growth ETF,Mid Cap Growth Equities,0.3,2.42
ANSS,AVDR,AVDR US LargeCap Leading ETF,Large Cap Growth Equities,0.6,2.41
ANSS,ROBT,First Trust Nasdaq Artificial Intelligence & Robotics ETF,Technology Equities,0.65,2.14
ANSS,FLLV,Franklin Liberty U.S. Low Volatility ETF,Volatility Hedged Equity,0.29,1.53
ANSS,JMIN,JPMorgan U.S. Minimum Volatility ETF,Volatility Hedged Equity,0.12,0.64
ANSS,JHMM,John Hancock Multifactor Mid Cap ETF,Mid Cap Growth Equities,0.41,0.39
AAPL,XLK,Technology Select Sector SPDR Fund,Technology Equities,0.12,20.9
AAPL,VGT,Vanguard Information Technology ETF,Technology Equities,0.1,19.98
AAPL,FTEC,Fidelity MSCI Information Technology Index ETF,Technology Equities,0.08,18.81
AAPL,IXN,iShares Global Tech ETF,Technology Equities,0.43,16.68
AAPL,HLAL,Wahed FTSE USA Shariah ETF,Large Cap Growth Equities,0.5,16.59
AAPL,IYW,iShares U.S. Technology ETF,Technology Equities,0.43,15.68
AAPL,MGK,Vanguard Mega Cap Growth ETF,Large Cap Growth Equities,0.07,12.56
AAPL,IWY,iShares Russell Top 200 Growth ETF,Large Cap Growth Equities,0.2,12.25
AAPL,IOO,iShares Global 100 ETF,Large Cap Growth Equities,0.4,12.12
AAPL,IETC,iShares Evolved U.S. Technology ETF,Technology Equities,0.18,11.72
AJG,IAK,iShares U.S. Insurance ETF,Financials Equities,0.42,4.69
AJG,DIVS,SmartETFs Dividend Builder ETF,Global Equities,0.65,3.18
AJG,DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,Volatility Hedged Equity,0.6,2.76
AJG,KIE,SPDR S&P Insurance ETF,Financials Equities,0.35,2.2
AJG,NUMV,Nuveen ESG Mid-Cap Value ETF,Mid Cap Blend Equities,0.3,2.08
AJG,CZA,Invesco Zacks Mid-Cap ETF,Mid Cap Blend Equities,0.69,2.01
AJG,XRLV,Invesco S&P 500® ex-Rate Sensitive Low Volatility ETF,Volatility Hedged Equity,0.25,1.26
AJG,SPLV,Invesco S&P 500® Low Volatility ETF,Volatility Hedged Equity,0.25,1.18
ADSK,META,Roundhill Ball Metaverse ETF,N/A,0.75,4.35
ADSK,PRNT,3D Printing ETF,Technology Equities,0.66,4.02
ADSK,QGRO,American Century STOXX U.S. Quality Growth ETF,Large Cap Growth Equities,0.29,2.74
ADSK,QTEC,First Trust NASDAQ-100 Technology Sector Index Fund,Technology Equities,0.57,2.64
ADSK,IGV,iShares Expanded Tech-Software Sector ETF,Technology Equities,0.43,2.54
ADSK,CACG,ClearBridge All Cap Growth ESG ETF,Large Cap Growth Equities,0.53,2.12
ADSK,ILDR,First Trust Innovation Leaders ETF,N/A,0.75,1.75
ADSK,RYT,Invesco S&P 500® Equal Weight Technology ETF,Technology Equities,0.4,1.44
ADSK,QRFT,QRAFT AI Enhanced U.S. Large Cap ETF,Large Cap Growth Equities,0.75,1.2
ADSK,DTEC,ALPS Disruptive Technologies ETF,Technology Equities,0.5,1.12
AVY,CUT,Invesco MSCI Global Timber ETF,Materials,0.61,5.31
AVY,PYZ,Invesco DWA Basic Materials Momentum ETF,Materials,0.6,3.43
AVY,IYM,iShares U.S. Basic Materials ETF,Materials,0.43,2.96
AVY,DEMZ,Democratic Large Cap Core ETF,Large Cap Blend Equities,0.45,2.9
BBWI,PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,Consumer Discretionary Equities,0.6,3.68
BBWI,GVIP,Goldman Sachs Hedge Industry VIP ETF,Large Cap Growth Equities,0.45,2.39
BBWI,QVAL,Alpha Architect U.S. Quantitative Value ETF,All Cap Equities,0.49,2.08
BBWI,RCD,Invesco S&P 500® Equal Weight Consumer Discretionary ETF,Consumer Discretionary Equities,0.4,1.76
BBWI,CHGX,Change Finance U.S. Large Cap Fossil Fuel Free ETF,Large Cap Growth Equities,0.49,1.09
BBWI,LSAF,LeaderShares AlphaFactor US Core Equity ETF,All Cap Equities,0.75,1.07
BBWI,FTC,First Trust Large Cap Growth AlphaDEX Fund,Large Cap Growth Equities,0.6,0.97
BBWI,OMFL,Invesco Russell 1000 Dynamic Multifactor ETF,Large Cap Blend Equities,0.29,0.65
BBWI,FEX,First Trust Large Cap Core AlphaDEX Fund,Large Cap Blend Equities,0.59,0.49
BBWI,FAD,First Trust Multi Cap Growth AlphaDEX Fund,All Cap Equities,0.63,0.49
BBY,FTXD,First Trust Nasdaq Retail ETF,Consumer Discretionary Equities,0.6,3.96
BBY,ZIG,Acquirers Fund,Large Cap Blend Equities,1.85,3.95
BBY,RDVY,First Trust Rising Dividend Achievers ETF,Large Cap Blend Equities,0.5,2.26
BBY,QVAL,Alpha Architect U.S. Quantitative Value ETF,All Cap Equities,0.49,2.23
BBY,JHMC,John Hancock Multifactor Consumer Discretionary ETF,Consumer Discretionary Equities,0.4,2.17
BBY,MBOX,Freedom Day Dividend ETF,N/A,0.39,2.16
BBY,WLDR,Affinity World Leaders Equity ETF,Large Cap Blend Equities,0.67,1.89
BBY,RNDV,US Equity Dividend Select ETF,Large Cap Blend Equities,0.5,1.83
BBY,RCD,Invesco S&P 500® Equal Weight Consumer Discretionary ETF,Consumer Discretionary Equities,0.4,1.78
BBY,ESGS,Columbia Sustainable US Equity Income ETF,All Cap Equities,0.35,1.63
BLK,SCHD,Schwab US Dividend Equity ETF,Large Cap Blend Equities,0.06,4.03
BLK,DIVS,SmartETFs Dividend Builder ETF,Global Equities,0.65,3.24
BLK,IYG,iShares U.S. Financial Services ETF,Financials Equities,0.42,3.12
BLK,XLF,Financial Select Sector SPDR Fund,Financials Equities,0.12,3.1
BLK,QUAL,iShares MSCI USA Quality Factor ETF,Large Cap Growth Equities,0.15,3.04
BLK,IYF,iShares U.S. Financials ETF,Financials Equities,0.42,3.01
BLK,EGIS,2nd Vote Society Defended ETF,All Cap Equities,0.75,2.93
BLK,YLDE,ClearBridge Dividend Strategy ESG ETF,Large Cap Growth Equities,0.6,2.89
BLK,VFH,Vanguard Financials ETF,Financials Equities,0.1,2.76
BLK,BOUT,Innovator IBD Breakout Opportunities ETF,All Cap Equities,0.84,2.72
AVGO,TDIV,First Trust NASDAQ Technology Dividend Index Fund,Technology Equities,0.5,8.75
AVGO,FTXL,First Trust Nasdaq Semiconductor ETF,Technology Equities,0.6,8.17
AVGO,SOXQ,Invesco PHLX Semiconductor ETF,N/A,0.0,8.17
AVGO,SOXX,iShares Semiconductor ETF,Technology Equities,0.43,8.1
AVGO,PSI,Invesco Dynamic Semiconductors ETF,Technology Equities,0.56,4.92
AVGO,QQQA,ProShares Nasdaq-100 Dorsey Wright Momentum ETF,N/A,0.58,4.87
AVGO,SMH,VanEck Semiconductor ETF,Technology Equities,0.35,4.61
AVGO,FDL,First Trust Morningstar Dividend Leaders Index Fund,Large Cap Value Equities,0.45,4.43
AVGO,SCHD,Schwab US Dividend Equity ETF,Large Cap Blend Equities,0.06,4.32
AVGO,DHS,WisdomTree US High Dividend Fund,Large Cap Value Equities,0.38,3.88
CHRW,VSL,Volshares Large Cap ETF,Large Cap Blend Equities,0.65,3.87
CHRW,ALTL,Pacer Lunt Large Cap Alternator ETF,Large Cap Growth Equities,0.6,1.14
COF,DUSA,Davis Select U.S. Equity ETF,Large Cap Blend Equities,0.62,10.93
COF,DFNL,Davis Select Financial ETF,Financials Equities,0.64,9.4
COF,KBWB,Invesco KBW Bank ETF,Financials Equities,0.35,3.46
COF,EQOP,Natixis U.S. Equity Opportunities ETF,Large Cap Blend Equities,0.9,3.31
COF,DWLD,Davis Select Worldwide ETF,Global Equities,0.63,3.17
COF,NVQ,QRAFT AI-Enhanced US Next Value ETF,All Cap Equities,0.75,2.68
COF,SIXA,6 Meridian Mega Cap Equity ETF,Large Cap Blend Equities,0.86,2.68
COF,CCOR,Core Alternative ETF,Large Cap Growth Equities,1.09,2.61
COF,IEFN,iShares Evolved U.S. Financials ETF,Financials Equities,0.18,1.64
COF,JHMF,John Hancock Multifactor Financials ETF,Financials Equities,0.4,1.51
CARR,CSD,Invesco S&P Spin-Off ETF,All Cap Equities,0.65,7.57
CARR,PKB,Invesco Dynamic Building & Construction ETF,Building & Construction ,0.6,4.67
CARR,XHB,SPDR S&P Homebuilders ETF,Building & Construction ,0.35,3.51
CARR,SIMS,SPDR S&P Kensho Intelligent Structures ETF,Global Equities,0.45,2.84
CARR,NUMV,Nuveen ESG Mid-Cap Value ETF,Mid Cap Blend Equities,0.3,2.62
CARR,VOE,Vanguard Mid-Cap Value ETF,Mid Cap Value Equities,0.07,1.48
CARR,FXR,First Trust Industrials/Producer Durables AlphaDEX Fund,Industrials Equities,0.64,1.24
CARR,FLQM,Franklin LibertyQ U.S. Mid Cap Equity ETF,Mid Cap Blend Equities,0.3,1.1
CARR,VO,Vanguard Mid-Cap ETF,Mid Cap Growth Equities,0.04,0.7
CARR,ONEO,SPDR Russell 1000 Momentum Focus ETF,All Cap Equities,0.2,0.52
CBRE,EWRE,Invesco S&P 500® Equal Weight Real Estate ETF,Real Estate,0.4,3.56
CBRE,XLRE,Real Estate Select Sector SPDR Fund,Real Estate,0.12,3.41
CBRE,FPRO,Fidelity Real Estate Investment ETF,Global Real Estate,0.59,3.0
CBRE,FBCV,Fidelity Blue Chip Value ETF,Large Cap Blend Equities,0.59,2.72
CBRE,IYR,iShares U.S. Real Estate ETF,Real Estate,0.41,2.34
CBRE,FREL,Fidelity MSCI Real Estate Index ETF,Real Estate,0.08,2.2
CBRE,VNQ,Vanguard Real Estate ETF,Real Estate,0.12,1.82
CBRE,MIDF,iShares MSCI USA Mid-Cap Multifactor ETF,Mid Cap Blend Equities,0.25,1.8
CBRE,VOE,Vanguard Mid-Cap Value ETF,Mid Cap Value Equities,0.07,0.91
CBRE,DEUS,Xtrackers Russell US Multifactor ETF,All Cap Equities,0.17,0.49
CNP,UTRN,Vesper U.S. Large Cap Short-Term Reversal Strategy ETF,Large Cap Blend Equities,0.75,4.05
CNP,VSL,Volshares Large Cap ETF,Large Cap Blend Equities,0.65,3.94
CNP,RYU,Invesco S&P 500® Equal Weight Utilities ETF,Utilities Equities,0.4,3.71
CNP,FXU,First Trust Utilities AlphaDEX Fund,Utilities Equities,0.62,3.45
CNP,ECLN,First Trust EIP Carbon Impact ETF,Utilities Equities,0.97,2.73
CNP,EMLP,First Trust North American Energy Infrastructure Fund,MLPs,0.96,2.71
CRL,BBH,VanEck Biotech ETF,Health & Biotech Equities,0.35,4.26
CRL,IVDG,Invesco Focused Discovery Growth ETF,N/A,0.59,3.14
CRL,HELX,Franklin Genomic Advancements ETF,Health & Biotech Equities,0.5,2.92
CRL,PTH,Invesco DWA Healthcare Momentum ETF,Health & Biotech Equities,0.6,2.43
CRL,PWC,Invesco Dynamic Market ETF,All Cap Equities,0.6,2.11
CRL,FXH,First Trust Health Care AlphaDEX Fund,Health & Biotech Equities,0.61,1.82
CRL,FSMO,Fidelity Small-Mid Cap Opportunities ETF,N/A,0.64,1.64
CRL,VBK,Vanguard Small Cap Growth ETF,Small Cap Growth Equities,0.07,0.91
CRL,VB,Vanguard Small Cap ETF,Small Cap Growth Equities,0.05,0.4
CRL,SMMD,iShares Russell 2500 ETF,Small Cap Growth Equities,0.15,0.27
CMG,PEJ,Invesco Dynamic Leisure & Entertainment ETF,Consumer Discretionary Equities,0.55,4.45
CMG,EATZ,AdvisorShares Restaurant ETF,N/A,0.99,3.9
CMG,LYFE,2nd Vote Life Neutral Plus ETF,All Cap Equities,0.75,3.75
CMG,PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,Consumer Discretionary Equities,0.6,3.21
CMG,FFND,Future Fund Active ETF,N/A,1.01,2.82
CMG,EGIS,2nd Vote Society Defended ETF,All Cap Equities,0.75,2.77
CMG,PGRO,Putnam Focused Large Cap Growth ETF,N/A,0.55,2.06
CMG,PLDR,Putnam Sustainable Leaders ETF,N/A,0.59,2.02
CMG,PFUT,Putnam Sustainable Future ETF,N/A,0.64,2.02
CMG,DTOX,Amplify Cleaner Living ETF,N/A,0.59,1.75
CINF,WBIL,WBI BullBear Quality 3000 ETF,Global Equities,1.25,4.38
CINF,KBWP,Invesco KBW Property & Casualty Insurance ETF,Financials Equities,0.35,4.05
CINF,IAK,iShares U.S. Insurance ETF,Financials Equities,0.42,2.6
CINF,FXO,First Trust Financials AlphaDEX Fund,Financials Equities,0.62,1.59
CINF,FTA,First Trust Large Cap Value AlphaDEX Fund,Large Cap Value Equities,0.6,0.92
CINF,DEUS,Xtrackers Russell US Multifactor ETF,All Cap Equities,0.17,0.54
CINF,FAB,First Trust Multi Cap Value AlphaDEX Fund,All Cap Equities,0.7,0.46
CFG,FTXO,First Trust Nasdaq Bank ETF,Financials Equities,0.6,4.01
CFG,IAT,iShares U.S. Regional Banks ETF,Financials Equities,0.41,3.1
CFG,EQRR,ProShares Equities for Rising Rates ETF,Large Cap Blend Equities,0.35,2.94
CFG,ESGS,Columbia Sustainable US Equity Income ETF,All Cap Equities,0.35,1.4
CMS,UTES,Virtus Reaves Utilities ETF,Utilities Equities,0.49,4.63
CMS,PUI,Invesco DWA Utilities Momentum ETF,Utilities Equities,0.6,2.98
CMS,NUMV,Nuveen ESG Mid-Cap Value ETF,Mid Cap Blend Equities,0.3,1.86
CMS,TPHE,Timothy Plan High Dividend Stock Enhanced ETF,N/A,0.52,1.3
CMS,TPHD,Timothy Plan High Dividend Stock ETF,All Cap Equities,0.52,1.3
CMCSA,IYZ,iShares U.S. Telecommunications ETF,Communications Equities,0.42,15.49
CMCSA,JHCS,John Hancock Multifactor Media & Communications ETF,Large Cap Growth Equities,0.4,5.61
CMCSA,IEME,iShares Evolved U.S. Media and Entertainment ETF,All Cap Equities,0.18,4.76
CMCSA,FCOM,Fidelity MSCI Communication Services Index ETF,Large Cap Growth Equities,0.08,4.63
CMCSA,VOX,Vanguard Communication Services ETF,Large Cap Growth Equities,0.1,4.36
CMCSA,XLC,Communication Services Select Sector SPDR Fund,Large Cap Growth Equities,0.12,4.32
CMCSA,IXP,iShares Global Comm Services ETF,Large Cap Growth Equities,0.43,4.27
CMCSA,EWCO,Invesco S&P 500 Equal Weight Communication Services ETF,Communications Equities,0.4,4.0
CMCSA,ACSI,American Customer Satisfaction ETF,Large Cap Growth Equities,0.66,3.7
CMCSA,NFRA,FlexShares STOXX Global Broad Infrastructure Index Fund,Utilities Equities,0.47,3.69
ED,ICLN,iShares Global Clean Energy ETF,Alternative Energy Equities,0.42,5.43
ED,JHMU,John Hancock Multifactor Utilities ETF,Utilities Equities,0.4,3.87
ED,RYU,Invesco S&P 500® Equal Weight Utilities ETF,Utilities Equities,0.4,3.82
ED,FXU,First Trust Utilities AlphaDEX Fund,Utilities Equities,0.62,3.43
ED,IVRA,Invesco Real Assets ESG ETF,N/A,0.59,3.42
ED,RDIV,Invesco S&P Ultra Dividend Revenue ETF,All Cap Equities,0.39,3.17
ED,XLU,Utilities Select Sector SPDR Fund,Utilities Equities,0.12,2.92
ED,FUTY,Fidelity MSCI Utilities Index ETF,Utilities Equities,0.08,2.44
ED,IDU,iShares U.S. Utilities ETF,Utilities Equities,0.43,2.42
ED,VPU,Vanguard Utilities ETF,Utilities Equities,0.1,2.34
CTVA,KROP,Global X AgTech & Food Innovation ETF,N/A,0.5,15.42
CTVA,CSD,Invesco S&P Spin-Off ETF,All Cap Equities,0.65,8.27
CTVA,VEGI,iShares MSCI Global Agriculture Producers ETF,Large Cap Blend Equities,0.39,6.37
CTVA,MOO,VanEck Agribusiness ETF,Large Cap Blend Equities,0.56,5.18
CTVA,NANR,SPDR S&P North American Natural Resources ETF,Commodity Producers Equities,0.35,4.97
CTVA,FTAG,First Trust Indxx Global Agriculture ETF,Large Cap Blend Equities,0.7,4.65
CTVA,FTXG,First Trust Nasdaq Food & Beverage ETF,Consumer Staples Equities,0.6,4.15
CTVA,RTM,Invesco S&P 500® Equal Weight Materials ETF,Materials,0.4,3.71
CTVA,HKND,Humankind US Stock ETF,All Cap Equities,0.11,3.63
CTVA,GUNR,FlexShares Morningstar Global Upstream Natural Resources Index Fund,Commodity Producers Equities,0.46,3.61
CSX,IYT,iShares US Transportation ETF,Transportation Equities,0.42,8.61
CSX,FTXR,First Trust Nasdaq Transportation ETF,Industrials Equities,0.6,5.85
CSX,INFR,Legg Mason Global Infrastructure ETF,Utilities Equities,0.4,3.97
CSX,PAVE,Global X US Infrastructure Development ETF,Utilities Equities,0.47,2.74
CSX,XLI,Industrial Select Sector SPDR Fund,Industrials Equities,0.12,2.49
CSX,XTN,SPDR S&P Transportation ETF,Transportation Equities,0.35,2.25
CSX,QQXT,First Trust Nasdaq-100 Ex-Technology Sector Index Fund,Large Cap Growth Equities,0.6,1.92
CSX,FIDU,Fidelity MSCI Industrial Index ETF,Industrials Equities,0.08,1.89
CSX,VIS,Vanguard Industrials ETF,Industrials Equities,0.1,1.75
CSX,JHMI,John Hancock Multifactor Industrials ETF,Industrials Equities,0.4,1.54
DHR,IHI,iShares U.S. Medical Devices ETF,Health & Biotech Equities,0.41,10.92
DHR,PIO,Invesco Global Water ETF,Water Equities ,0.75,7.56
DHR,PHO,Invesco Water Resources ETF,Water Equities ,0.6,7.37
DHR,VIRS,Pacer BioThreat Strategy ETF,Large Cap Growth Equities,0.7,5.36
DHR,PTH,Invesco DWA Healthcare Momentum ETF,Health & Biotech Equities,0.6,5.16
DHR,CWS,AdvisorShares Focused Equity ETF,Large Cap Growth Equities,0.66,4.64
DHR,APXH,Apex Healthcare ETF,N/A,0.9,4.52
DHR,IEHS,iShares Evolved U.S. Healthcare Staples ETF,Health & Biotech Equities,0.18,4.33
DHR,XLV,Health Care Select Sector SPDR Fund,Health & Biotech Equities,0.12,3.77
DHR,FIW,First Trust Water ETF,Water Equities ,0.54,3.59
DAL,JETS,U.S. Global Jets ETF,Industrials Equities,0.6,10.16
DAL,CRUZ,Defiance Hotel Airline and Cruise ETF,Consumer Discretionary Equities,0.45,6.38
DAL,TRYP,"SonicShares Airlines, Hotels, Cruise Lines ETF",Consumer Discretionary Equities,0.75,4.52
DAL,IYT,iShares US Transportation ETF,Transportation Equities,0.42,3.78
DAL,JRNY,ALPS Global Travel Beneficiaries ETF,Consumer Discretionary Equities,0.65,2.24
DAL,RGI,Invesco S&P 500® Equal Weight Industrials ETF,Industrials Equities,0.4,1.45
FANG,RYE,Invesco S&P 500® Equal Weight Energy ETF,Energy Equities,0.4,5.37
FANG,FXN,First Trust Energy AlphaDEX Fund,Energy Equities,0.64,4.89
FANG,FCG,First Trust Natural Gas ETF,Energy Equities,0.6,4.21
FANG,IEO,iShares U.S. Oil & Gas Exploration & Production ETF,Energy Equities,0.42,3.71
FANG,PXI,Invesco DWA Energy Momentum ETF,Energy Equities,0.6,2.84
FANG,LYFE,2nd Vote Life Neutral Plus ETF,All Cap Equities,0.75,2.84
FANG,XOP,SPDR S&P Oil & Gas Exploration & Production ETF,Energy Equities,0.35,2.79
FANG,EGIS,2nd Vote Society Defended ETF,All Cap Equities,0.75,2.68
FANG,QSY,WisdomTree U.S. Quality Shareholder Yield Fund,All Cap Equities,0.38,1.67
FANG,SPHB,Invesco S&P 500® High Beta ETF,Large Cap Blend Equities,0.25,1.42
DISCK,IEME,iShares Evolved U.S. Media and Entertainment ETF,All Cap Equities,0.18,2.61
DLTR,FTXD,First Trust Nasdaq Retail ETF,Consumer Discretionary Equities,0.6,3.67
DLTR,QQXT,First Trust Nasdaq-100 Ex-Technology Sector Index Fund,Large Cap Growth Equities,0.6,2.05
DLTR,RCD,Invesco S&P 500® Equal Weight Consumer Discretionary ETF,Consumer Discretionary Equities,0.4,1.87
DLTR,QQQE,Direxion NASDAQ-100 Equal Weighted Index Shares,Large Cap Growth Equities,0.35,1.22
DLTR,QQEW,First Trust Nasdaq-100 Equal Weighted Index Fund,Large Cap Growth Equities,0.58,1.21
DLTR,XRT,SPDR S&P Retail ETF,Consumer Discretionary Equities,0.35,1.16
DLTR,ONEV,SPDR Russell 1000 Low Volatility Focus ETF,Volatility Hedged Equity,0.2,0.69
DOW,CSD,Invesco S&P Spin-Off ETF,All Cap Equities,0.65,7.49
DOW,DJD,Invesco Dow Jones Industrial Average Dividend ETF,Large Cap Blend Equities,0.07,6.39
DOW,IYM,iShares U.S. Basic Materials ETF,Materials,0.43,6.38
DOW,WBIY,WBI Power Factor High Dividend ETF,All Cap Equities,0.7,5.93
DOW,XLB,Materials Select Sector SPDR Fund,Materials,0.12,4.31
DOW,GBDV,Global Beta Smart Income ETF,Large Cap Value Equities,0.29,3.8
DOW,VAW,Vanguard Materials ETF,Materials,0.1,3.67
DOW,FXZ,First Trust Materials AlphaDEX Fund,Materials,0.67,3.54
DOW,JHMA,John Hancock Multifactor Materials ETF,Materials,0.4,3.31
DOW,FMAT,Fidelity MSCI Materials Index ETF,Materials,0.08,3.31
DD,ABEQ,Absolute Core Strategy ETF,All Cap Equities,0.85,4.64
DD,JHMA,John Hancock Multifactor Materials ETF,Materials,0.4,4.43
DD,XLB,Materials Select Sector SPDR Fund,Materials,0.12,4.12
DD,RTM,Invesco S&P 500® Equal Weight Materials ETF,Materials,0.4,3.84
DD,FMAT,Fidelity MSCI Materials Index ETF,Materials,0.08,3.21
DD,VAW,Vanguard Materials ETF,Materials,0.1,3.08
DD,FTA,First Trust Large Cap Value AlphaDEX Fund,Large Cap Value Equities,0.6,1.0
DD,SZNE,Pacer CFRA-Stovall Equal Weight Seasonal Rotation ETF,Large Cap Growth Equities,0.6,0.97
DD,FEX,First Trust Large Cap Core AlphaDEX Fund,Large Cap Blend Equities,0.59,0.49
DD,FAB,First Trust Multi Cap Value AlphaDEX Fund,All Cap Equities,0.7,0.49
EBAY,PKW,Invesco BuyBack Achievers™ ETF,Large Cap Blend Equities,0.64,4.91
EBAY,EBIZ,Global X E-commerce ETF,Consumer Discretionary Equities,0.5,4.71
EBAY,BUL,Pacer US Cash Cows Growth ETF,All Cap Equities,0.6,4.7
EBAY,ONLN,ProShares Online Retail ETF,Consumer Discretionary Equities,0.58,4.08
EBAY,FDN,First Trust Dow Jones Internet Index Fund,Large Cap Growth Equities,0.51,2.36
EBAY,IBUY,Amplify Online Retail ETF,Consumer Discretionary Equities,0.65,2.31
EBAY,QSY,WisdomTree U.S. Quality Shareholder Yield Fund,All Cap Equities,0.38,1.99
EBAY,GBGR,Global Beta Rising Stars ETF,Large Cap Growth Equities,0.29,1.67
EBAY,XLY,Consumer Discretionary Select Sector SPDR Fund,Consumer Discretionary Equities,0.12,1.07
EBAY,VCR,Vanguard Consumer Discretionary ETF,Consumer Discretionary Equities,0.1,0.96
EA,HERO,Global X Video Games & Esports ETF,Large Cap Growth Equities,0.5,5.97
EA,PSJ,Invesco Dynamic Software ETF,All Cap Equities,0.56,5.21
EA,EWCO,Invesco S&P 500 Equal Weight Communication Services ETF,Communications Equities,0.4,4.2
EA,ESPO,VanEck Video Gaming and eSports ETF,Large Cap Growth Equities,0.55,4.19
EA,UTRN,Vesper U.S. Large Cap Short-Term Reversal Strategy ETF,Large Cap Blend Equities,0.75,3.99
EA,VSL,Volshares Large Cap ETF,Large Cap Blend Equities,0.65,3.88
EA,JHCS,John Hancock Multifactor Media & Communications ETF,Large Cap Growth Equities,0.4,3.73
EA,IEME,iShares Evolved U.S. Media and Entertainment ETF,All Cap Equities,0.18,3.5
EA,NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,Global Equities,0.25,2.93
EA,XLC,Communication Services Select Sector SPDR Fund,Large Cap Growth Equities,0.12,2.73
ETR,UTES,Virtus Reaves Utilities ETF,Utilities Equities,0.49,5.56
ETR,NLR,VanEck Uranium + Nuclear Energy ETF,Alternative Energy Equities,0.61,5.25
ETR,FXU,First Trust Utilities AlphaDEX Fund,Utilities Equities,0.62,4.16
ETR,JHMU,John Hancock Multifactor Utilities ETF,Utilities Equities,0.4,3.79
EQR,REZ,iShares Residential and Multisector Real Estate ETF,Real Estate,0.48,6.35
EQR,NURE,Nuveen Short-Term REIT ETF,Real Estate,0.35,5.0
EQR,SPRE,SP Funds S&P Global REIT Sharia ETF,Global Real Estate,0.69,4.68
EQR,GQRE,FlexShares Global Quality Real Estate Index Fund,Global Real Estate,0.45,3.62
EQR,ICF,iShares Cohen & Steers REIT ETF,Real Estate,0.33,3.19
EQR,PPTY,US Diversified Real Estate ETF,Real Estate,0.49,2.84
EQR,XLRE,Real Estate Select Sector SPDR Fund,Real Estate,0.12,2.82
EQR,RWR,SPDR Dow Jones REIT ETF,Real Estate,0.25,2.74
EQR,USRT,iShares Core U.S. REIT ETF,Real Estate,0.08,2.55
EQR,BBRE,JPMorgan BetaBuilders MSCI US REIT ETF,Real Estate,0.11,2.46
RE,KBWP,Invesco KBW Property & Casualty Insurance ETF,Financials Equities,0.35,4.12
RE,SPVM,Invesco S&P 500 Value with Momentum ETF,Large Cap Value Equities,0.39,1.71
EXPE,EBIZ,Global X E-commerce ETF,Consumer Discretionary Equities,0.5,5.05
EXPE,AWAY,ETFMG Travel Tech ETF,Consumer Discretionary Equities,0.75,4.89
EXPE,CBSE,Changebridge Capital Sustainable Equity ETF,All Cap Equities,0.85,2.96
EXPE,GVIP,Goldman Sachs Hedge Industry VIP ETF,Large Cap Growth Equities,0.45,2.57
EXPE,JETS,U.S. Global Jets ETF,Industrials Equities,0.6,2.34
EXPE,QQQN,VictoryShares Nasdaq Next 50 ETF,Mid Cap Growth Equities,0.18,2.18
EXPE,COWZ,Pacer US Cash Cows 100 ETF,All Cap Equities,0.49,2.17
EXPE,RCD,Invesco S&P 500® Equal Weight Consumer Discretionary ETF,Consumer Discretionary Equities,0.4,1.93
EXPE,GURU,Global X Guru Index ETF,Large Cap Blend Equities,0.75,1.91
EXPE,QQQJ,Invesco NASDAQ Next Gen 100 ETF,Large Cap Growth Equities,0.15,1.54
FFIV,IGN,iShares North American Tech-Multimedia Networking ETF,Communications Equities,0.43,8.7
FFIV,XTL,SPDR S&P Telecom ETF,Communications Equities,0.35,3.25
FFIV,CIBR,First Trust NASDAQ Cybersecurity ETF,Technology Equities,0.6,3.1
FFIV,MOON,Direxion Moonshot Innovators ETF,Technology Equities,0.65,2.64
FFIV,IDAT,iShares Cloud 5G and Tech ETF,N/A,0.47,2.56
