Ticker,Year,Total_Revenue,Cost_of_Revenue,Gross_Profit,Operating_Expense,Operating_Income,Net_Non_Operating_Interest_Income_Expense,Other_Income_Expense,Pretax_Income,Tax_Provision
FCX,2020.0,14198000.0,11655000.0,2543000.0,579000.0,1964000.0,-598000.0,431000.0,1797000.0,944000.0
FCX,2019.0,14402000.0,13105000.0,1297000.0,623000.0,674000.0,-620000.0,252000.0,306000.0,510000.0
FCX,2018.0,18628000.0,13445000.0,5183000.0,637000.0,4546000.0,-945000.0,291000.0,3892000.0,991000.0
FCX,2017.0,16403000.0,12022000.0,4381000.0,829000.0,3552000.0,-801000.0,151000.0,2902000.0,883000.0
GRMN,2021.0,4942611.0,2033273.0,2909338.0,1634571.0,1274767.0,28312.0,-13655.0,1289424.0,159812.0
GRMN,2020.0,4186573.0,1705237.0,2481336.0,1427096.0,1054240.0,37002.0,12168.0,1103410.0,111086.0
GRMN,2019.0,3757505.0,1523529.0,2233976.0,1288390.0,945586.0,52817.0,-11181.0,987222.0,34736.0
GRMN,2018.0,3347444.0,1367725.0,1979719.0,1201376.0,778343.0,47147.0,-2243.0,823247.0,129167.0
GRMN,2017.0,3087004.0,1303840.0,1783164.0,1114304.0,668860.0,36925.0,-23491.0,682294.0,-12661.0
GNRC,2021.0,3431195.0,2133450.0,1297745.0,581036.0,716709.0,-31334.0,3559.0,688934.0,153347.0
GNRC,2020.0,2485200.0,1527546.0,957654.0,478548.0,479106.0,-32991.0,76.0,446191.0,98973.0
GNRC,2019.0,2204336.0,1406584.0,797752.0,425589.0,372163.0,-41544.0,-11012.0,319607.0,67299.0
GNRC,2018.0,2023464.0,1298424.0,725040.0,367859.0,357181.0,-40956.0,-5149.0,311076.0,69856.0
GNRC,2017.0,1672445.0,1090328.0,582117.0,331053.0,251064.0,-42667.0,-3709.0,204688.0,43553.0
GE,2021.0,78622000.0,57878000.0,20744000.0,16462000.0,4282000.0,2707000.0,-5400000.0,1591000.0,-208000.0
GE,2020.0,79619000.0,60421000.0,19198000.0,17583000.0,1615000.0,-3273000.0,6853000.0,5197000.0,-474000.0
GE,2019.0,95215000.0,70028000.0,25187000.0,17243000.0,7944000.0,-3007000.0,-3786000.0,1149000.0,726000.0
GE,2018.0,121616000.0,92671000.0,28945000.0,16011000.0,12934000.0,-4390000.0,-28677000.0,-20134000.0,583000.0
GE,2017.0,120468000.0,91934000.0,28534000.0,16655000.0,11879000.0,-4869000.0,-15800000.0,-8791000.0,-3043000.0
GM,2021.0,130938000.0,112161000.0,18777000.0,8206000.0,10571000.0,403000.0,2944000.0,13918000.0,2942000.0
GM,2020.0,122485000.0,108813000.0,13672000.0,7038000.0,6634000.0,-857000.0,2318000.0,8095000.0,1774000.0
GM,2019.0,137237000.0,123265000.0,13972000.0,8491000.0,5481000.0,-353000.0,2308000.0,7436000.0,769000.0
GM,2018.0,147049000.0,132954000.0,14095000.0,9650000.0,4445000.0,-320000.0,4424000.0,8549000.0,474000.0
GM,2017.0,145588000.0,125997000.0,19591000.0,9575000.0,10016000.0,-285000.0,2132000.0,11863000.0,11533000.0
GILD,2021.0,27482000.0,5372000.0,22110000.0,10240000.0,11870000.0,-1030000.0,-1507000.0,9333000.0,1964000.0
GILD,2020.0,24689000.0,4572000.0,20117000.0,10190000.0,9927000.0,-984000.0,-7274000.0,1669000.0,1580000.0
GILD,2019.0,22449000.0,4675000.0,17774000.0,13487000.0,4287000.0,-995000.0,1868000.0,5160000.0,-204000.0
GILD,2018.0,22127000.0,4853000.0,17274000.0,9074000.0,8200000.0,-1077000.0,676000.0,7799000.0,2339000.0
GILD,2017.0,26107000.0,4371000.0,21736000.0,7612000.0,14124000.0,-1118000.0,523000.0,13529000.0,8885000.0
GL,2021.0,5044450.0,,,,,,,944816.0,173570.0
GL,2020.0,4738555.0,,,,,,,896684.0,164911.0
GL,2019.0,4527532.0,,,,,,,931279.0,170397.0
GL,2018.0,4303751.0,,,,,,,863671.0,162161.0
GL,2017.0,4155573.0,,,,,,,830648.0,-627615.0
HAL,2021.0,14255000.0,12454000.0,1801000.0,225000.0,1576000.0,-486000.0,-496000.0,594000.0,180000.0
HAL,2020.0,14445000.0,12900000.0,1545000.0,182000.0,1363000.0,-505000.0,-4078000.0,-3220000.0,-278000.0
HAL,2019.0,22408000.0,20123000.0,2285000.0,227000.0,2058000.0,-569000.0,-2611000.0,-1122000.0,7000.0
HAL,2018.0,23995000.0,21009000.0,2986000.0,254000.0,2732000.0,-554000.0,-364000.0,1814000.0,157000.0
HAL,2017.0,20620000.0,18355000.0,2265000.0,256000.0,2009000.0,-593000.0,-734000.0,682000.0,1131000.0
HAS,2021.0,6129943.0,2412369.0,3717574.0,2785094.0,932480.0,-179406.0,-120512.0,632562.0,175821.0
HAS,2020.0,5465443.0,2288869.0,3176574.0,2456194.0,720380.0,-193706.0,-204612.0,322062.0,96621.0
HAS,2019.0,4720227.0,2222398.0,2497829.0,1845779.0,652050.0,-71771.0,13931.0,594210.0,73756.0
HAS,2018.0,4579646.0,2202338.0,2377308.0,2046256.0,331052.0,-68469.0,7819.0,270402.0,49968.0
HAS,2017.0,5209782.0,2439181.0,2770601.0,1960242.0,810359.0,-76113.0,51904.0,786150.0,389543.0
PEAK,2021.0,1286525.0,350427.0,936098.0,616494.0,319604.0,-167604.0,-141790.0,10210.0,5389.0
PEAK,2020.0,1644875.0,782541.0,862334.0,647186.0,215148.0,-218336.0,220871.0,217683.0,-9423.0
PEAK,2019.0,1997383.0,879370.0,1118013.0,752955.0,365058.0,-225619.0,-88015.0,51424.0,-17262.0
PEAK,2018.0,1846689.0,705038.0,1141651.0,646201.0,495450.0,-266343.0,829107.0,1058214.0,-17854.0
PEAK,2017.0,1848378.0,666251.0,1182127.0,623498.0,558629.0,-307716.0,159487.0,410400.0,-1333.0
HES,2021.0,6557000.0,2997000.0,3560000.0,2156000.0,1404000.0,-478000.0,41000.0,967000.0,460000.0
HES,2020.0,4667000.0,3416000.0,1251000.0,1644000.0,-393000.0,-468000.0,-1989000.0,-2850000.0,-11000.0
HES,2019.0,6495000.0,3543000.0,2952000.0,2366000.0,586000.0,-380000.0,15000.0,221000.0,461000.0
HES,2018.0,6323000.0,4959000.0,1364000.0,835000.0,529000.0,-399000.0,90000.0,220000.0,335000.0
HES,2017.0,5466000.0,5714000.0,-248000.0,941000.0,-1189000.0,-325000.0,-4264000.0,-5778000.0,-1837000.0
HLT,2021.0,4842000.0,3555000.0,1287000.0,672000.0,615000.0,-415000.0,-226000.0,-26000.0,-60000.0
HLT,2020.0,4307000.0,3724000.0,583000.0,702000.0,-119000.0,-429000.0,-376000.0,-924000.0,-204000.0
HLT,2019.0,9452000.0,7017000.0,2435000.0,859000.0,1576000.0,-414000.0,82000.0,1244000.0,358000.0
HLT,2018.0,8906000.0,6655000.0,2251000.0,819000.0,1432000.0,-371000.0,17000.0,1078000.0,309000.0
HLT,2017.0,9140000.0,6931000.0,2209000.0,837000.0,1372000.0,-408000.0,-34000.0,930000.0,-334000.0
HD,2021.0,144415000.0,95721000.0,48694000.0,27339000.0,21355000.0,-1310000.0,,20045000.0,4804000.0
HD,2021.0,132110000.0,87257000.0,44853000.0,26575000.0,18278000.0,-1300000.0,,16978000.0,4112000.0
HD,2020.0,110225000.0,72653000.0,37572000.0,21729000.0,15843000.0,-1128000.0,,14715000.0,3473000.0
HD,2019.0,108203000.0,71043000.0,37160000.0,21383000.0,15777000.0,-958000.0,-263000.0,14556000.0,3435000.0
HD,2018.0,100904000.0,66548000.0,34356000.0,19675000.0,14681000.0,-983000.0,,13698000.0,5068000.0
HRL,2021.0,10351543.0,8543953.0,1807590.0,813427.0,994163.0,11058.0,47451.0,1052673.0,190756.0
HRL,2020.0,9608462.0,7782498.0,1825963.0,761315.0,1064648.0,14527.0,35572.0,1114747.0,206393.0
HRL,2019.0,9497317.0,7612669.0,1884648.0,727584.0,1157064.0,13450.0,39201.0,1209715.0,230567.0
HRL,2018.0,9545700.0,7550267.0,1995433.0,838205.0,1157228.0,-17637.0,41693.0,1181284.0,168702.0
HWM,2021.0,4925000.0,3530000.0,1395000.0,549000.0,846000.0,-339000.0,-190000.0,317000.0,30000.0
HWM,2020.0,5259000.0,3878000.0,1381000.0,583000.0,798000.0,-376000.0,-251000.0,171000.0,-40000.0
HWM,2019.0,14192000.0,11227000.0,2965000.0,1310000.0,1655000.0,-313000.0,-767000.0,575000.0,105000.0
HWM,2018.0,14014000.0,11397000.0,2617000.0,1283000.0,1334000.0,-355000.0,-111000.0,868000.0,226000.0
HWM,2017.0,12960000.0,10357000.0,2603000.0,1393000.0,1210000.0,-477000.0,-263000.0,470000.0,544000.0
HUM,2021.0,81072000.0,,,,,,,2956000.0,358000.0
HUM,2020.0,77155000.0,,,,,,,4600000.0,1307000.0
HUM,2019.0,64888000.0,,,,,,,3456000.0,763000.0
HUM,2018.0,56912000.0,,,,,,,2063000.0,391000.0
HUM,2017.0,53767000.0,,,,,,,4020000.0,1572000.0
HII,2021.0,9604000.0,8062000.0,1542000.0,888000.0,654000.0,-109000.0,233000.0,778000.0,105000.0
HII,2020.0,9361000.0,7691000.0,1670000.0,903000.0,767000.0,-114000.0,157000.0,810000.0,114000.0
HII,2019.0,8899000.0,7368000.0,1531000.0,788000.0,743000.0,-70000.0,10000.0,683000.0,134000.0
HII,2018.0,8176000.0,6385000.0,1791000.0,857000.0,934000.0,-58000.0,95000.0,971000.0,135000.0
HII,2017.0,7441000.0,6018000.0,1423000.0,570000.0,853000.0,-94000.0,13000.0,772000.0,293000.0
IEX,2021.0,2664824.0,1485392.0,1179432.0,551893.0,627539.0,-42267.0,-28849.0,556423.0,124790.0
IEX,2020.0,2351646.0,1324222.0,1027424.0,494935.0,532489.0,-44746.0,-17403.0,470340.0,92562.0
IEX,2019.0,2494573.0,1369539.0,1125034.0,524987.0,600047.0,-44341.0,-22803.0,532903.0,107382.0
IEX,2018.0,2483666.0,1365771.0,1117895.0,536724.0,581171.0,-44134.0,-8098.0,528939.0,118366.0
IEX,2017.0,2287312.0,1260634.0,1026678.0,524940.0,501738.0,-44889.0,-1576.0,455273.0,118016.0
INFO,2021.0,4589000.0,1667000.0,2922000.0,1773600.0,1148400.0,-223000.0,-175500.0,749900.0,124000.0
INFO,2020.0,4287800.0,1590000.0,2697800.0,1340900.0,1356900.0,-235600.0,-238000.0,883300.0,13300.0
INFO,2019.0,4414600.0,1657000.0,2757600.0,1666500.0,1091100.0,-257800.0,-90400.0,742900.0,242600.0
INFO,2018.0,4009200.0,1495700.0,2513500.0,1730100.0,783400.0,-222600.0,-136500.0,424300.0,-115400.0
INFO,2017.0,3599700.0,1348400.0,2251300.0,1614100.0,637200.0,-152100.0,-113000.0,372100.0,-49900.0
ILMN,2021.0,4280000.0,1313000.0,2967000.0,2998000.0,-31000.0,-49000.0,1177000.0,1097000.0,190000.0
ILMN,2020.0,3239000.0,1036000.0,2203000.0,1623000.0,580000.0,-8000.0,284000.0,856000.0,200000.0
ILMN,2019.0,3543000.0,1076000.0,2467000.0,1482000.0,985000.0,23000.0,110000.0,1118000.0,128000.0
ILMN,2018.0,3333000.0,1033000.0,2300000.0,1417000.0,883000.0,-13000.0,24000.0,894000.0,112000.0
ILMN,2017.0,2752000.0,926000.0,1826000.0,1220000.0,606000.0,-18000.0,455000.0,1043000.0,365000.0
IR,2021.0,5244300.0,3238300.0,2006000.0,1414600.0,591400.0,-92700.0,-1700.0,497000.0,-16400.0
IR,2020.0,4910200.0,3296800.0,1613400.0,1296700.0,316700.0,-111100.0,-225000.0,-19400.0,13000.0
IR,2019.0,2451900.0,1540200.0,911700.0,562600.0,349100.0,-88900.0,-69300.0,190900.0,31800.0
IR,2018.0,2689800.0,1677300.0,1012500.0,559500.0,453000.0,-99600.0,-3900.0,349500.0,80100.0
IR,2017.0,2375400.0,1477500.0,897900.0,773000.0,124900.0,-140700.0,-96900.0,-112700.0,-131200.0
IFF,2021.0,8092239.0,5390373.0,2701866.0,2296303.0,405563.0,-209802.0,-21390.0,174371.0,31999.0
IFF,2020.0,5084239.0,2998373.0,2085866.0,1498303.0,587563.0,-131802.0,-14390.0,441371.0,73999.0
IFF,2019.0,5140084.0,3027336.0,2112748.0,1415346.0,697402.0,-138221.0,-1729.0,557452.0,97184.0
IFF,2018.0,3977539.0,2294832.0,1682707.0,1094923.0,587784.0,-132558.0,-7469.0,447757.0,107976.0
IFF,2017.0,3398719.0,1919718.0,1479001.0,878031.0,600970.0,-65363.0,1438.0,537045.0,241380.0
IPG,2021.0,9858600.0,8010200.0,1848400.0,394600.0,1453800.0,-153200.0,-338200.0,962400.0,242500.0
IPG,2020.0,9061000.0,7709400.0,1351600.0,349400.0,1002200.0,-162700.0,-478200.0,361300.0,8000.0
IPG,2019.0,10221300.0,8729100.0,1492200.0,372300.0,1119900.0,-164800.0,-76800.0,878300.0,204800.0
IPG,2018.0,9714400.0,8336200.0,1378200.0,369400.0,1008800.0,-101200.0,-69600.0,838000.0,199200.0
IPG,2017.0,7882400.0,5068100.0,2814300.0,1840700.0,973600.0,-71400.0,-26200.0,876000.0,281900.0
ISRG,2021.0,5488500.0,1695000.0,3793500.0,2007100.0,1786400.0,86200.0,,1872600.0,163600.0
ISRG,2020.0,4358400.0,1497200.0,2861200.0,1811400.0,1049800.0,157200.0,,1207000.0,140200.0
ISRG,2019.0,4478500.0,1368300.0,3110200.0,1735700.0,1374500.0,127700.0,,1502200.0,120400.0
ISRG,2018.0,3724200.0,1120100.0,2604100.0,1404700.0,1199400.0,80100.0,,1279500.0,154500.0
ISRG,2017.0,3128900.0,934800.0,2194100.0,1139500.0,1054600.0,41900.0,,1096500.0,436500.0
IPGP,2021.0,1433023.0,755751.0,677272.0,331738.0,345534.0,-1017.0,3016.0,347556.0,85282.0
IPGP,2020.0,1200724.0,661728.0,538996.0,307486.0,231510.0,6270.0,-32111.0,205692.0,45354.0
IPGP,2019.0,1314581.0,708372.0,606209.0,315339.0,290870.0,14238.0,-56732.0,248376.0,68115.0
IPGP,2018.0,1459874.0,659606.0,800268.0,283013.0,517255.0,9057.0,8083.0,534395.0,130226.0
IPGP,2017.0,1408889.0,611978.0,796911.0,231339.0,565572.0,737.0,-14438.0,551871.0,204283.0
IRM,2021.0,4391597.0,1857374.0,2534223.0,1637655.0,896568.0,-418578.0,309407.0,787397.0,149378.0
IRM,2020.0,4147270.0,1757342.0,2389928.0,1565236.0,824692.0,-418535.0,-33452.0,372705.0,29609.0
IRM,2019.0,4262584.0,1833315.0,2429269.0,1630476.0,798793.0,-419298.0,-51353.0,328142.0,59931.0
IRM,2018.0,4225761.0,1801582.0,2424179.0,1616827.0,807352.0,-409289.0,-40152.0,357911.0,36263.0
IRM,2017.0,3845578.0,1685318.0,2160260.0,1428107.0,732153.0,-353575.0,-162473.0,216105.0,25947.0
JKHY,2021.0,1758225.0,1063399.0,694826.0,296107.0,398719.0,-994.0,,397725.0,86256.0
JKHY,2021.0,1758225.0,1063399.0,694826.0,296107.0,398719.0,-994.0,,397725.0,86256.0
JKHY,2020.0,1697067.0,1008464.0,688603.0,307976.0,380627.0,449.0,,381076.0,84408.0
JKHY,2019.0,1552691.0,923030.0,629661.0,282376.0,347285.0,-50.0,,347235.0,75350.0
JKHY,2018.0,1536603.0,873642.0,662961.0,272486.0,390475.0,-1345.0,1894.0,391024.0,14364.0
SJM,2021.0,7888900.0,4886200.0,3002700.0,1691300.0,1311400.0,-174100.0,-73800.0,1063500.0,270300.0
SJM,2021.0,8002700.0,4864000.0,3138700.0,1727400.0,1411300.0,-177100.0,-62300.0,1171900.0,295600.0
SJM,2020.0,7801000.0,4799000.0,3002000.0,1710000.0,1292000.0,-189200.0,-76100.0,1026700.0,247200.0
SJM,2019.0,7838000.0,4922300.0,2915700.0,1717900.0,1197800.0,-207900.0,-288300.0,701600.0,187200.0
SJM,2018.0,7357100.0,4521000.0,2836100.0,1577700.0,1258400.0,-174100.0,-223300.0,861000.0,-477600.0
JCI,2021.0,23668000.0,15609000.0,8059000.0,5258000.0,2801000.0,-206000.0,19000.0,2614000.0,868000.0
JCI,2021.0,23668000.0,15609000.0,8059000.0,5258000.0,2801000.0,-206000.0,19000.0,2614000.0,868000.0
JCI,2020.0,22317000.0,14906000.0,7411000.0,5665000.0,1746000.0,-243000.0,-600000.0,903000.0,108000.0
JCI,2019.0,23968000.0,16275000.0,7693000.0,6244000.0,1449000.0,-302000.0,-91000.0,1056000.0,-233000.0
JCI,2018.0,31400000.0,22020000.0,9380000.0,6010000.0,3370000.0,-466000.0,-3000.0,2901000.0,518000.0
JNPR,2021.0,4658100.0,1951400.0,2706700.0,2279100.0,427600.0,-40600.0,-199000.0,188000.0,37400.0
JNPR,2020.0,4445100.0,1871400.0,2573700.0,2152600.0,421100.0,-40700.0,-115200.0,265200.0,7400.0
JNPR,2019.0,4445400.0,1828600.0,2616800.0,2139300.0,477500.0,-9600.0,-53500.0,414400.0,69400.0
JNPR,2018.0,4647500.0,1906300.0,2741200.0,2161700.0,579500.0,-30500.0,-16300.0,532700.0,-34200.0
JNPR,2017.0,5027200.0,1955100.0,3072100.0,2158400.0,913700.0,-48200.0,-53700.0,811800.0,505600.0
K,2021.0,14225000.0,9485000.0,4740000.0,2932000.0,1808000.0,-257000.0,125000.0,1676000.0,400000.0
K,2020.0,13770000.0,9043000.0,4727000.0,2966000.0,1761000.0,-281000.0,121000.0,1601000.0,323000.0
K,2019.0,13578000.0,9197000.0,4381000.0,2980000.0,1401000.0,-284000.0,188000.0,1305000.0,321000.0
K,2018.0,13547000.0,8821000.0,4726000.0,3020000.0,1706000.0,-287000.0,-90000.0,1329000.0,181000.0
K,2017.0,12923000.0,7901000.0,5022000.0,3076000.0,1946000.0,-256000.0,-16000.0,1674000.0,412000.0
KEYS,2021.0,4867000.0,1879000.0,2988000.0,1979000.0,1009000.0,-76000.0,6000.0,939000.0,110000.0
KEYS,2020.0,4221000.0,1688000.0,2533000.0,1768000.0,765000.0,-67000.0,63000.0,761000.0,134000.0
KEYS,2019.0,4303000.0,1769000.0,2534000.0,1823000.0,711000.0,-57000.0,61000.0,715000.0,94000.0
KEYS,2018.0,3878000.0,1756000.0,2122000.0,1759000.0,363000.0,-71000.0,-703000.0,-411000.0,-576000.0
KIM,2021.0,1209372.0,180599.0,1028773.0,627345.0,401428.0,-192541.0,685545.0,894432.0,3393.0
KIM,2020.0,1057893.0,168931.0,888962.0,556210.0,332752.0,-186904.0,782026.0,927874.0,978.0
KIM,2019.0,1158884.0,164970.0,993914.0,546802.0,447112.0,-177395.0,42289.0,312006.0,-3317.0
KIM,2018.0,1164762.0,164265.0,1000497.0,568724.0,431773.0,-183339.0,150912.0,399346.0,1600.0
KIM,2017.0,1200834.0,168341.0,1032493.0,627683.0,404810.0,-189147.0,-69334.0,146329.0,-880.0
KLAC,2021.0,7463952.0,2965227.0,4498725.0,1717834.0,2780891.0,-147325.0,9430.0,2642996.0,-82700.0
KLAC,2021.0,6918734.0,2772165.0,4146569.0,1658089.0,2488480.0,-148399.0,20373.0,2360454.0,283101.0
KLAC,2020.0,5806424.0,2449561.0,3356863.0,1598013.0,1758850.0,-138628.0,-303511.0,1316711.0,101686.0
KLAC,2019.0,4568904.0,1869377.0,2699527.0,1310154.0,1389373.0,-84237.0,-8905.0,1296231.0,121214.0
KLAC,2018.0,4036701.0,1447369.0,2589332.0,1052138.0,1537194.0,-77507.0,-3756.0,1455931.0,653666.0
KR,2021.0,133440000.0,103453000.0,29987000.0,27709000.0,2278000.0,-537000.0,-243000.0,1498000.0,330000.0
KR,2021.0,132498000.0,101597000.0,30901000.0,28121000.0,2780000.0,-544000.0,1134000.0,3370000.0,782000.0
KR,2020.0,122286000.0,95294000.0,26992000.0,24741000.0,2251000.0,-603000.0,333000.0,1981000.0,469000.0
KR,2019.0,121162000.0,94894000.0,26268000.0,23654000.0,2614000.0,-620000.0,1984000.0,3978000.0,900000.0
KR,2018.0,122662000.0,95662000.0,27000000.0,24915000.0,2085000.0,-601000.0,,1484000.0,-405000.0
LH,2021.0,16554600.0,10400400.0,6154200.0,2293900.0,3860300.0,-217300.0,40400.0,3683300.0,918800.0
LH,2020.0,13978500.0,9025700.0,4952800.0,2004700.0,2948100.0,-207400.0,-521600.0,2219100.0,662100.0
LH,2019.0,11554800.0,8302300.0,3252500.0,1867700.0,1384800.0,-240700.0,-39200.0,1104900.0,280000.0
LH,2018.0,11333400.0,8157000.0,3176400.0,1802600.0,1373800.0,-244200.0,138700.0,1268300.0,384400.0
LH,2017.0,10441400.0,6977400.0,3464000.0,2028900.0,1435100.0,-235100.0,-65100.0,1134900.0,-139100.0
LW,2021.0,3783600.0,3014100.0,769500.0,370200.0,399300.0,-115900.0,,283400.0,71200.0
LW,2021.0,3670900.0,2838900.0,832000.0,357200.0,474800.0,-118300.0,,356500.0,90500.0
LW,2020.0,3792400.0,2897200.0,895200.0,338300.0,556900.0,-108000.0,,448900.0,112300.0
LW,2019.0,3756500.0,2753000.0,1003500.0,335100.0,668400.0,-107100.0,,561300.0,133600.0
LW,2018.0,3423700.0,2544200.0,879500.0,299400.0,580100.0,-108800.0,,471300.0,121200.0
LEG,2021.0,4921700.0,3890200.0,1031500.0,494200.0,537300.0,-74300.0,56200.0,519200.0,119000.0
LEG,2020.0,4280200.0,3385700.0,894500.0,489600.0,404900.0,-79600.0,-4400.0,320900.0,73200.0
LEG,2019.0,4752500.0,3701900.0,1050600.0,533000.0,517600.0,-83300.0,-4200.0,430100.0,96200.0
LEG,2018.0,4269500.0,3380800.0,888700.0,445600.0,443100.0,-52500.0,-6200.0,384400.0,78300.0
LEG,2017.0,3943800.0,3075900.0,867900.0,419800.0,448100.0,-35900.0,19800.0,432000.0,138400.0
LEN,2021.0,25523006.0,20620453.0,4902553.0,407793.0,4494760.0,,930540.0,5402899.0,1249091.0
LEN,2020.0,22488854.0,19014746.0,3474108.0,358418.0,3115690.0,-22401.0,30499.0,3123788.0,656235.0
LEN,2019.0,22259561.0,19457266.0,2802295.0,341114.0,2461181.0,-17620.0,-26889.0,2434292.0,592173.0
LEN,2018.0,20571631.0,18237446.0,2334185.0,343934.0,1990251.0,-11258.0,283691.0,2262684.0,545171.0
LEN,2017.0,12646365.0,11021481.0,1624884.0,285889.0,1338995.0,-7164.0,-142220.0,1189611.0,417857.0
LIN,2021.0,29767000.0,16702000.0,13065000.0,8039000.0,5026000.0,-81000.0,-161000.0,4784000.0,1176000.0
LIN,2020.0,27243000.0,15383000.0,11860000.0,7971000.0,3889000.0,-115000.0,-390000.0,3384000.0,847000.0
LIN,2019.0,28228000.0,16644000.0,11584000.0,8316000.0,3268000.0,-38000.0,-303000.0,2927000.0,769000.0
LIN,2018.0,14900000.0,9084000.0,5816000.0,3572000.0,2244000.0,-202000.0,3007000.0,5049000.0,817000.0
LIN,2017.0,11437000.0,6455000.0,4982000.0,2484000.0,2498000.0,-161000.0,-50000.0,2287000.0,1026000.0
LKQ,2021.0,12856399.0,7633735.0,5222664.0,3730207.0,1492457.0,-69041.0,-48203.0,1375213.0,358736.0
LKQ,2020.0,11628830.0,7035559.0,4593271.0,3538357.0,1054914.0,-89992.0,-79927.0,884995.0,249498.0
LKQ,2019.0,12506109.0,7654315.0,4851794.0,3871070.0,980724.0,-105749.0,-83953.0,791022.0,215330.0
LKQ,2018.0,11876674.0,7301817.0,4574857.0,3626944.0,947913.0,-139878.0,-64604.0,743431.0,191395.0
LKQ,2017.0,9736909.0,5937286.0,3799623.0,2932633.0,866990.0,-84105.0,-16258.0,766627.0,235560.0
L,2021.0,13779000.0,,,,,,,2271000.0,502000.0
L,2020.0,13667000.0,,,,,,,-1464000.0,-173000.0
L,2019.0,14931000.0,,,,,,,1119000.0,248000.0
L,2018.0,14066000.0,,,,,,,834000.0,128000.0
L,2017.0,13735000.0,,,,,,,1582000.0,170000.0
LUMN,2021.0,19965000.0,8633000.0,11332000.0,7337000.0,3995000.0,-1546000.0,-2635000.0,-186000.0,578000.0
LUMN,2020.0,20712000.0,8934000.0,11778000.0,8174000.0,3604000.0,-1668000.0,-2718000.0,-782000.0,450000.0
LUMN,2019.0,22401000.0,10077000.0,12324000.0,8544000.0,3780000.0,-2021000.0,-6525000.0,-4766000.0,503000.0
LUMN,2018.0,23443000.0,10862000.0,12581000.0,9285000.0,3296000.0,-2177000.0,-2682000.0,-1563000.0,170000.0
LUMN,2017.0,17656000.0,8203000.0,9453000.0,7444000.0,2009000.0,-1481000.0,12000.0,540000.0,-849000.0
MTB,2021.0,6019872.0,,,,,,,2475741.0,603823.0
MTB,2020.0,5954761.0,,,,,,,1769521.0,416369.0
MTB,2019.0,6191943.0,,,,,,,2547261.0,618112.0
MTB,2018.0,5928302.0,,,,,,,2508240.0,590160.0
MTB,2017.0,5632187.0,,,,,,,2323862.0,915556.0
MPC,2021.0,102619000.0,97255000.0,5364000.0,2762000.0,2602000.0,-1320000.0,244000.0,1526000.0,-172000.0
MPC,2020.0,69779000.0,69108000.0,671000.0,3260000.0,-2589000.0,-1374000.0,-9649000.0,-13612000.0,-2430000.0
MPC,2019.0,123949000.0,113881000.0,10068000.0,3996000.0,6072000.0,-1244000.0,-499000.0,4329000.0,1074000.0
MPC,2018.0,96504000.0,88556000.0,7948000.0,2773000.0,5175000.0,-886000.0,279000.0,4568000.0,962000.0
MPC,2017.0,74733000.0,61444000.0,13289000.0,9636000.0,3653000.0,-625000.0,316000.0,3344000.0,-460000.0
MAR,2021.0,11583000.0,9296000.0,2287000.0,1030000.0,1257000.0,-406000.0,-533000.0,318000.0,-149000.0
MAR,2020.0,10571000.0,9112000.0,1459000.0,1108000.0,351000.0,-418000.0,-399000.0,-466000.0,-199000.0
MAR,2019.0,20972000.0,17755000.0,3217000.0,1279000.0,1938000.0,-368000.0,29000.0,1599000.0,326000.0
MAR,2018.0,20758000.0,17084000.0,3674000.0,1153000.0,2521000.0,-318000.0,142000.0,2345000.0,438000.0
MAR,2017.0,22894000.0,19192000.0,3702000.0,1184000.0,2518000.0,-250000.0,568000.0,2836000.0,1464000.0
MLM,2021.0,5097200.0,3770100.0,1327100.0,304700.0,1022400.0,-128300.0,1800.0,895900.0,166900.0
MLM,2020.0,4729900.0,3477100.0,1252800.0,246100.0,1006700.0,-118100.0,700.0,889300.0,168200.0
MLM,2019.0,4739100.0,3560100.0,1179000.0,293600.0,885400.0,-129300.0,-7800.0,748300.0,136300.0
MLM,2018.0,4244265.0,3277688.0,966577.0,262361.0,704216.0,-137069.0,8934.0,576081.0,105705.0
MLM,2017.0,3965594.0,2993654.0,971940.0,262921.0,709019.0,-91487.0,1396.0,618928.0,-94457.0
MA,2021.0,17788000.0,4370000.0,13418000.0,3912000.0,9506000.0,-428000.0,574000.0,9652000.0,1559000.0
MA,2020.0,15301000.0,3787000.0,11514000.0,3351000.0,8163000.0,-380000.0,-23000.0,7760000.0,1349000.0
MA,2019.0,16883000.0,3537000.0,13346000.0,3650000.0,9696000.0,-224000.0,259000.0,9731000.0,1613000.0
MA,2018.0,14950000.0,3214000.0,11736000.0,3362000.0,8374000.0,-186000.0,-984000.0,7204000.0,1345000.0
MA,2017.0,12497000.0,2687000.0,9810000.0,3067000.0,6743000.0,-154000.0,-67000.0,6522000.0,2607000.0
MKC,2021.0,6145500.0,3693100.0,2452400.0,1375700.0,1076700.0,-127900.0,-53600.0,895200.0,193000.0
MKC,2020.0,5601300.0,3300900.0,2300400.0,1281600.0,1018800.0,-127800.0,-9500.0,881500.0,174900.0
MKC,2019.0,5347400.0,3202100.0,2145300.0,1166800.0,978500.0,-165200.0,5900.0,819200.0,157400.0
MKC,2018.0,5408900.0,3037300.0,2371600.0,1429500.0,942100.0,-174600.0,-26200.0,741300.0,-157300.0
